Id,Title,Description,Price,Original Price,Brand,Category id,Size id,Condition,Color,Secondary color,Images,Quantity,Shipping weight,Shipping weight unit,Shipping height,Shipping width,Shipping length,Domestic shipping price,Worldwide shipping price,Free domestic shipping,Free worldwide shipping,Tags,SKU,Who made,When made,Smart pricing,Smart pricing price,Accept offers,Is auction,Auction starting price,Cost of Goods,Internal note
,Carhartt Hoodie Brown Womens Vintage Sleeve Logo Pullover Workwear Sweatshirt,"Very Good Condition
Size: See measurements on the images
Era: 2010s

🧵Material: Cotton and polyester fleece
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Carhartt pullover hoodie in Carhartt brown with the square C patch at the chest and the Carhartt wordmark printed down the full sleeve. Kangaroo pocket, ribbed cuffs and hem and a drawstring hood.",19.99,,Carhartt,b1d3ddb2-054d-46ee-52e1-4f079b388670,,VeryGood,Brown,,011_1.jpg|011_2.jpg|011_3.jpg|011_4.jpg|011_5.jpg|011_6.jpg|011_7.jpg|011_8.jpg|011_9.jpg|011_10.jpg|011_11.jpg,1,600,Grams,,,,2.95,,FALSE,FALSE,carhartt|hoodie|brown|womens|vintage|sleeve|logo|pullover|workwear|sweatshirt,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Hooded (free text)
,Womens Shapewear Bodysuit Black 40D All In One Body Shaper Underwired Firm Control,"Very Good Condition
Size: 40D (Measurements provided on the images)
Era: 2000s

🧵Material: 83% Nylon / 17% Spandex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Shaping bodysuit in black with moulded underwired cups, adjustable straps and a firm jacquard control panel through the body. Sheer lace side panels, high-cut leg and a hook-and-eye gusset fastening. Worn under clothes to smooth the waist and hip.",12.99,,,50c859ef-6643-4faf-1f4f-903ee3c155cc,cdb00583-a2d4-1350-30da-4004ca9f53ac,VeryGood,Black,,012_1.jpg|012_2.jpg|012_3.jpg|012_4.jpg|012_5.jpg|012_6.jpg|012_7.jpg|012_8.jpg|012_9.jpg|012_10.jpg|012_11.jpg,1,240,Grams,,,,2.95,,FALSE,FALSE,womens|shapewear|bodysuit|black|40d|all|one|body|shaper|underwired|firm|control,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bodysuit | Neckline: Square Neck | Sleeve length: Sleeveless
,LA Idol Shorts White Womens Size 6 Y2K Embellished Denim Capri Bermuda Bling,"Good Condition
Size: 6 (31 waist, 12 leg) (Measurements provided on the images)
Era: 2000s to 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: LA Idol embellished denim capri shorts in white with rhinestone and stud detailing across the flap back pockets. Five-pocket cut, branded waistband and a long knee-length leg with a small zip vent at the side. Slight marks to the front and a bit to the back.",9.99,,LA Idol,0775c812-18b6-3a19-7571-28e35f6e0919,71d7e56c-0737-3a55-5936-6639f3aa3756,Good,White,,013_1.jpg|013_2.jpg|013_3.jpg|013_4.jpg|013_5.jpg|013_6.jpg|013_7.jpg|013_8.jpg|013_9.jpg|013_10.jpg|013_11.jpg|013_12.jpg,1,340,Grams,,,,2.95,,FALSE,FALSE,la idol|la|idol|shorts|white|womens|size|6|y2k|embellished|denim|capri|bermuda|bling,VWM - Women's Y2K Mix,SomeoneElse,From2007To2009,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bermuda
,Carhartt Hoodie Grey Womens Large Vintage Quarter Zip Striped Pullover Sweatshirt,"Good Condition
Size: Large - relaxed fit (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton and polyester fleece
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Carhartt quarter-zip hoodie in space-dyed grey and cream stripe with the square Carhartt patch at the kangaroo pocket. Brushed fleece backing, ribbed cuffs and hem and a drawstring hood. Relaxed fit. Slight mark on the front (see images).",17.99,,Carhartt,b1d3ddb2-054d-46ee-52e1-4f079b388670,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,Good,Gray,Cream,014_1.jpg|014_2.jpg|014_3.jpg|014_4.jpg|014_5.jpg|014_6.jpg|014_7.jpg|014_8.jpg|014_9.jpg|014_10.jpg|014_11.jpg|014_12.jpg|014_13.jpg,1,620,Grams,,,,2.95,,FALSE,FALSE,carhartt|hoodie|grey|womens|large|vintage|quarter|zip|striped|pullover|sweatshirt,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Hooded (free text)
,Carhartt Hoodie Cream Womens Large Vintage Blue Logo Pullover Workwear Sweatshirt,"Very Good Vintage Condition
Size: Large (12-14) - relaxed fit (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton and polyester fleece
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Carhartt pullover hoodie in cream with the blue Carhartt C logo at the chest and the wordmark printed down the sleeve. Kangaroo pocket, ribbed cuffs and hem and a two-eyelet drawstring hood. Relaxed fit. A couple of unnoticeable marks on the front (see images).",16.99,,Carhartt,b1d3ddb2-054d-46ee-52e1-4f079b388670,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,VeryGood,Cream,Blue,015_1.jpg|015_2.jpg|015_3.jpg|015_4.jpg|015_5.jpg|015_6.jpg|015_7.jpg|015_8.jpg|015_9.jpg|015_10.jpg|015_11.jpg|015_12.jpg|015_13.jpg|015_14.jpg,1,640,Grams,,,,2.95,,FALSE,FALSE,carhartt|hoodie|cream|womens|large|vintage|blue|logo|pullover|workwear|sweatshirt,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Hooded (free text)
,Juicy Couture Hoodie Black Velour Y2K Womens Large Vintage Zip Up Track Jacket,"Very Good Condition
Size: Large Women's (Measurements provided on the images)
Era: 2000s

🧵Material: 80% Cotton / 20% Polyester
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture velour zip-up hoodie in black with the woven crown label at the neck. Full-length zip, front slash pockets, contrast ribbed cuffs and hem and a lined hood.",19.99,,Juicy Couture,b1d3ddb2-054d-46ee-52e1-4f079b388670,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,VeryGood,Black,,016_1.jpg|016_2.jpg|016_3.jpg|016_4.jpg|016_5.jpg|016_6.jpg|016_7.jpg|016_8.jpg|016_9.jpg|016_10.jpg|016_11.jpg|016_12.jpg,1,560,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|hoodie|black|velour|y2k|womens|large|vintage|zip|up|track|jacket,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Full Zip | Neckline: Hooded (free text)
,Juicy Couture Denim Jacket Blue Y2K Womens Vintage Acid Wash Trucker Jacket,"Very Good Condition
Size: See measurements on the images
Era: 2000s

🧵Material: Cotton denim
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture denim trucker jacket in light acid wash with a khaki twill collar facing printed with the Juicy Couture crown crest. Button front, chest flap pockets, engraved shank buttons and an adjustable buttoned back waist.",27.99,,Juicy Couture,045359fc-9129-3a78-6caa-3aaea97d1641,,VeryGood,Blue,,017_1.jpg|017_2.jpg|017_3.jpg|017_4.jpg|017_5.jpg|017_6.jpg|017_7.jpg|017_8.jpg|017_9.jpg|017_10.jpg|017_11.jpg|017_12.jpg|017_13.jpg|017_14.jpg,1,760,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|denim|jacket|blue|y2k|womens|vintage|acid|wash|trucker,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Basic Jacket | Outer Shell Material: Cotton
,Juicy Couture Hoodie Black Velour Y2K Womens XL Vintage Zip Up Track Jacket,"Very Good Condition
Size: XL (Measurements provided on the images)
Era: 2000s

🧵Material: 88% Cotton / 12% Polyester
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture velour zip-up hoodie in black with the woven crown label at the neck. Full-length zip, front slash pockets, contrast ribbed cuffs and hem and a lined hood.",19.99,,Juicy Couture,b1d3ddb2-054d-46ee-52e1-4f079b388670,3d0d4408-03e4-6ea2-7468-c9d4a5540d55,VeryGood,Black,,018_1.jpg|018_2.jpg|018_3.jpg|018_4.jpg|018_5.jpg|018_6.jpg|018_7.jpg|018_8.jpg|018_9.jpg|018_10.jpg,1,580,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|hoodie|black|velour|y2k|womens|xl|vintage|zip|up|track|jacket,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Full Zip | Neckline: Hooded (free text)
,Juicy Couture Cashmere Hoodie Grey Y2K Womens Medium Vintage Zip Up Track Jacket,"Very Good Condition
Size: Medium (Measurements provided on the images)
Era: 2000s

🧵Material: 100% Cashmere
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture cashmere zip-up hoodie in charcoal grey with cream racing stripes down each sleeve. Full-length zip with a branded pull, front slash pockets and a knitted hood.",44.99,,Juicy Couture,b1d3ddb2-054d-46ee-52e1-4f079b388670,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Gray,Cream,019_1.jpg|019_2.jpg|019_3.jpg|019_4.jpg|019_5.jpg|019_6.jpg|019_7.jpg|019_8.jpg|019_9.jpg|019_10.jpg,1,480,Grams,,,,2.95,,FALSE,FALSE,juicy couture|juicy|couture|cashmere|hoodie|grey|y2k|womens|medium|vintage|zip|up|track|jacket,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Full Zip | Neckline: Hooded (free text) | Outer Shell Material: Cashmere
,Val Mode Chemise Nightdress Burgundy Satin Black Lace Vintage 80s Womens Slip Nightie,"Very Good Condition
Size: See measurements on the images
Era: 1980s

🧵Material: Satin with lace trim
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 1980s vintage Val Mode satin chemise nightdress in deep burgundy with a black lace V-neck bodice and rose appliques. Fine adjustable straps and a softly flared bias-cut skirt, measuring about 30in from strap to hem - a short nightdress rather than a full-length gown.",16.99,,Val Mode,d8eea4c3-8b99-9272-0a74-970762106585,,VeryGood,Burgundy,Black,020_1.jpg|020_2.jpg|020_3.jpg|020_4.jpg|020_5.jpg|020_6.jpg|020_7.jpg|020_8.jpg|020_9.jpg|020_10.jpg|020_11.jpg,1,170,Grams,,,,2.95,,FALSE,FALSE,val mode|val|mode|chemise|nightdress|burgundy|satin|black|lace|vintage|80s|womens|slip|nightie,VWM - Women's Y2K Mix,SomeoneElse,From1980s,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Chemise | Neckline: V-Neck | Sleeve length: Sleeveless
,Guess Shorts Tan Vintage 90s Womens Waist 29 High Waisted Pleated Chino Cotton,"Good Condition
Size: 29 (waist) (Measurements provided on the images)
Era: 1990s

🧵Material: 100% Cotton
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: 1990s vintage Guess cotton shorts in natural tan with a single pleat at each front and a high natural waist. Belt loops, slant hip pockets and a branded zip pocket at the back. Marks on front (see images).",11.99,,Guess,c9e05c2d-1bbc-100a-7a4c-bd17219e7853,3d15fdc3-722e-0feb-4b8e-fe8eeff4205b,Good,Tan,,021_1.jpg|021_2.jpg|021_3.jpg|021_4.jpg|021_5.jpg|021_6.jpg|021_7.jpg|021_8.jpg|021_9.jpg|021_10.jpg|021_11.jpg,1,300,Grams,,,,2.95,,FALSE,FALSE,guess|shorts|tan|vintage|90s|womens|waist|29|high|waisted|pleated|chino|cotton,VWM - Women's Y2K Mix,SomeoneElse,From1990s,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Chino
,Ralph Lauren Cable Knit Jumper Red Womens Small Vintage Cotton Crew Neck Sweater,"Very Good Condition
Size: Small (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton cable knit
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Ralph Lauren cable knit jumper in red with the signature navy embroidered pony at the chest. Crew neck with ribbed collar, cuffs and hem in a classic cotton cable.",19.99,,Ralph Lauren,b37101d8-8d9e-0f1f-0948-ac72e18fa171,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,Red,,022_1.jpg|022_2.jpg|022_3.jpg|022_4.jpg|022_5.jpg|022_6.jpg|022_7.jpg|022_8.jpg|022_9.jpg|022_10.jpg|022_11.jpg|022_12.jpg,1,450,Grams,,,,2.95,,FALSE,FALSE,ralph lauren|ralph|lauren|cable|knit|jumper|red|womens|small|vintage|cotton|crew|neck|sweater,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Crew Neck | Sleeve length: Long Sleeve
,Rock Revival Shorts Green Womens Waist 24 Y2K Denim Hot Pants Embellished Turquoise,"Very Good Vintage Condition
Size: 24 (waist) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Rock Revival denim shorts in soft greeny turquoise with fleur-de-lis stud detailing at the front pockets and contrast orange pocket bags. Five-pocket cut with a turn-up hem and a branded leather waistband patch. Small discrepancy on the back, nothing too much (see images).",17.99,,Rock Revival,0775c812-18b6-3a19-7571-28e35f6e0919,54734122-89e5-5be8-7871-d53c5ce3861d,VeryGood,Mint,,023_1.jpg|023_2.jpg|023_3.jpg|023_4.jpg|023_5.jpg|023_6.jpg|023_7.jpg|023_8.jpg|023_9.jpg|023_10.jpg|023_11.jpg|023_12.jpg,1,280,Grams,,,,2.95,,FALSE,FALSE,rock revival|rock|revival|shorts|green|womens|waist|24|y2k|denim|hot|pants|embellished|turquoise,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Hot Pants
,YIANNA Waist Trainer Black Latex Womens Medium Underbust Corset Waist Cincher Shaper,"Very Good Condition
Size: Medium (waist not stated) (Measurements provided on the images)
Era: 2010s

🧵Material: Lining: 96% Cotton / 4% Spandex, Core: 100% Latex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: YIANNA latex waist trainer in black with a single row of hook-and-eye fastenings down the front and flexible steel boning through the panels. Latex core with a cotton-blend lining, curved to nip the waist under clothing.",17.99,,YIANNA,160b6822-2a37-36b5-95f9-21900af04859,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Black,,024_1.jpg|024_2.jpg|024_3.jpg|024_4.jpg|024_5.jpg|024_6.jpg|024_7.jpg|024_8.jpg|024_9.jpg|024_10.jpg|024_11.jpg|024_12.jpg|024_13.jpg,1,250,Grams,,,,2.95,,FALSE,FALSE,yianna|waist|trainer|black|latex|womens|medium|underbust|corset|cincher|shaper,VWM - Women's Y2K Mix,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer
,Corset Bustier Navy Womens Y2K Lace Up Boned Rhinestone Corset Top Basque Vintage,"Very Good Condition
Size: See measurements on the images
Era: 2000s

🧵Material: Cotton blend with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K corset bustier in navy with rhinestone-scattered lace insets and vertical boning through every panel. Shaped bust cups and a full column of lacing eyelets, measuring about 21in in total length.",14.99,,,160b6822-2a37-36b5-95f9-21900af04859,,VeryGood,Navy,,025_1.jpg|025_2.jpg|025_3.jpg,1,260,Grams,,,,2.95,,FALSE,FALSE,corset|bustier|navy|womens|y2k|lace|up|boned|rhinestone|top|basque|vintage,VWM - Women's Y2K Mix,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bustier | Neckline: Square Neck | Sleeve length: Sleeveless
